component_id,source,original,original_unit,meters,method,uncertainty_m,source_recorded_uncertainty_m,survey_absolute_accuracy_m,nominal_target_review,model_m,difference_m,evidence,numeric_result,standard_result,tolerance_m,source_precision_exceeds_tolerance,building,feature_category,scene_sha256,mesh_selector_evidence,notes,strict_independent_nominal_anchor,measured_min_m,measured_max_m,max_sampled_abs_error_m,origin_report
GUEST_SECOND_LEVEL,HABS PA-5346-A sheet4 original TIFF,7 ft 8.625 in,feet/inches,2.352675,"Actual selected mesh top Z minus actual guest main slab top Z. This is a local guest datum, not a measured cross-building height.",0.00635,0.00635,,,2.352675437927246,4.379272460219852e-07,"A; C source-to-mesh correspondence, unless noted",PASS,PASS,0.02,False,GUEST,elevation,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"[{""object"":""GUEST_C10_MAIN_FLOOR_EAST_RETAINED"",""axis"":""Z"",""side"":""max"",""coordinate_m"":8.399999618530273,""point_m"":[9.864879608154297,35.94015884399414,8.399999618530273],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""GUEST_C10_MAIN_FLOOR_EAST_RETAINED""]},{""object"":""GUEST_L2_BEDROOM_FLOOR"",""axis"":""Z"",""side"":""max"",""coordinate_m"":10.75267505645752,""point_m"":[-3.4853599071502686,37.099998474121094,10.75267505645752],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""GUEST_L2_BEDROOM_FLOOR""]}]",Existing individually reviewed source anchor,True,2.352675437927246,2.352675437927246,,dimensions12-integration12a-central44.json
GUEST_TOP_STONE,HABS PA-5346-A sheet4 original TIFF,14 ft 9.625 in,feet/inches,4.511675,"Actual selected mesh top Z minus actual guest main slab top Z. This is a local guest datum, not a measured cross-building height.",0.00635,0.00635,,,4.511675834655762,8.346557613947425e-07,"A; C source-to-mesh correspondence, unless noted",PASS,PASS,0.022558375000000002,False,GUEST,elevation,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"[{""object"":""GUEST_C10_MAIN_FLOOR_EAST_RETAINED"",""axis"":""Z"",""side"":""max"",""coordinate_m"":8.399999618530273,""point_m"":[9.864879608154297,35.94015884399414,8.399999618530273],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""GUEST_C10_MAIN_FLOOR_EAST_RETAINED""]},{""object"":""GUEST_L2_UPPER_TERRACE_DIAGONAL_pier_end"",""axis"":""Z"",""side"":""max"",""coordinate_m"":12.911675453186035,""point_m"":[-3.4569475650787354,52.63375473022461,12.911675453186035],""evaluated_vertex_ids"":[30,36,43,50],""representative_vertex_id"":30,""selected_objects"":[""GUEST_L2_UPPER_TERRACE_DIAGONAL_pier_end"",""GUEST_L2_UPPER_TERRACE_EAST_pier_end"",""GUEST_L2_UPPER_TERRACE_NORTHEAST_pier_end""]}]",Existing individually reviewed source anchor,True,4.511675834655762,4.511675834655762,,dimensions12-integration12a-central44.json
GUEST_PARAPET,HABS PA-5346-A sheet4 original TIFF,10 ft 9.75 in,feet/inches,3.29565,"Actual selected mesh top Z minus actual guest main slab top Z. This is a local guest datum, not a measured cross-building height.",0.00635,0.00635,,,3.2956504821777344,4.821777341845745e-07,"A; C source-to-mesh correspondence, unless noted",PASS,PASS,0.02,False,GUEST,elevation,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"[{""object"":""GUEST_C10_MAIN_FLOOR_EAST_RETAINED"",""axis"":""Z"",""side"":""max"",""coordinate_m"":8.399999618530273,""point_m"":[9.864879608154297,35.94015884399414,8.399999618530273],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""GUEST_C10_MAIN_FLOOR_EAST_RETAINED""]},{""object"":""GUEST_LOW_ARM_ROOF_parapet_0"",""axis"":""Z"",""side"":""max"",""coordinate_m"":11.695650100708008,""point_m"":[3.9168319702148438,40.073402404785156,11.695650100708008],""evaluated_vertex_ids"":[30,36,43,50],""representative_vertex_id"":30,""selected_objects"":[""GUEST_LOW_ARM_ROOF_parapet_0"",""GUEST_LOW_ARM_ROOF_parapet_1"",""GUEST_LOW_ARM_ROOF_parapet_2"",""GUEST_LOW_ARM_ROOF_parapet_3"",""GUEST_LOW_ARM_ROOF_parapet_4"",""GUEST_LOW_ARM_ROOF_parapet_5"",""GUEST_LOW_ARM_ROOF_parapet_6"",""GUEST_LOW_ARM_ROOF_parapet_7"",""GUEST_LOW_ARM_ROOF_parapet_8""]}]",Existing individually reviewed source anchor,True,3.2956504821777344,3.2956504821777344,,dimensions12-integration12a-central44.json
GUEST_CHIMNEY,HABS PA-5346-A sheet4 original TIFF,17 ft 2.75 in,feet/inches,5.25145,"Actual selected mesh top Z minus actual guest main slab top Z. This is a local guest datum, not a measured cross-building height.",0.00635,0.00635,,,5.251450538635254,5.386352537328776e-07,"A; C source-to-mesh correspondence, unless noted",PASS,PASS,0.026257250000000003,False,GUEST,elevation,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"[{""object"":""GUEST_C10_MAIN_FLOOR_EAST_RETAINED"",""axis"":""Z"",""side"":""max"",""coordinate_m"":8.399999618530273,""point_m"":[9.864879608154297,35.94015884399414,8.399999618530273],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""GUEST_C10_MAIN_FLOOR_EAST_RETAINED""]},{""object"":""GUEST_STONE_CHIMNEY_pier_end"",""axis"":""Z"",""side"":""max"",""coordinate_m"":13.651450157165527,""point_m"":[3.3806440830230713,40.94155502319336,13.651450157165527],""evaluated_vertex_ids"":[30,36,43,50],""representative_vertex_id"":30,""selected_objects"":[""GUEST_STONE_CHIMNEY_pier_end""]}]",Existing individually reviewed source anchor,True,5.251450538635254,5.251450538635254,,dimensions12-integration12a-central44.json
GUEST_LOW_STONE,HABS PA-5346-A sheet4 original TIFF,6 ft 11.75 in,feet/inches,2.12725,"Actual selected mesh top Z minus actual guest main slab top Z. This is a local guest datum, not a measured cross-building height.",0.00635,0.00635,,,2.1272506713867188,6.713867186647349e-07,"A; C source-to-mesh correspondence, unless noted",PASS,PASS,0.02,False,GUEST,elevation,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"[{""object"":""GUEST_C10_MAIN_FLOOR_EAST_RETAINED"",""axis"":""Z"",""side"":""max"",""coordinate_m"":8.399999618530273,""point_m"":[9.864879608154297,35.94015884399414,8.399999618530273],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""GUEST_C10_MAIN_FLOOR_EAST_RETAINED""]},{""object"":""GUEST_L1_NORTH_STONE_SPINE_pier_end"",""axis"":""Z"",""side"":""max"",""coordinate_m"":10.527250289916992,""point_m"":[6.192680358886719,40.692840576171875,10.527250289916992],""evaluated_vertex_ids"":[30,36,43,50],""representative_vertex_id"":30,""selected_objects"":[""GUEST_L1_NORTH_STONE_SPINE_pier_end""]}]",Existing individually reviewed source anchor,True,2.1272506713867188,2.1272506713867188,,dimensions12-integration12a-central44.json
GUEST_POOL_TOP,HABS PA-5346-A sheet4 original TIFF,2 ft 3.75 in,feet/inches,0.70485,"Actual selected mesh top Z minus actual guest main slab top Z. This is a local guest datum, not a measured cross-building height.",0.00635,0.00635,,,0.7048501968383789,1.968383789296979e-07,"A; C source-to-mesh correspondence, unless noted",PASS,PASS,0.02,False,GUEST,elevation,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"[{""object"":""GUEST_C10_MAIN_FLOOR_EAST_RETAINED"",""axis"":""Z"",""side"":""max"",""coordinate_m"":8.399999618530273,""point_m"":[9.864879608154297,35.94015884399414,8.399999618530273],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""GUEST_C10_MAIN_FLOOR_EAST_RETAINED""]},{""object"":""GUEST_POOL_coping_00"",""axis"":""Z"",""side"":""max"",""coordinate_m"":9.104849815368652,""point_m"":[32.596378326416016,36.39604187011719,9.104849815368652],""evaluated_vertex_ids"":[4,5,6,7],""representative_vertex_id"":4,""selected_objects"":[""GUEST_POOL_coping_00"",""GUEST_POOL_coping_01"",""GUEST_POOL_coping_02"",""GUEST_POOL_coping_03"",""GUEST_POOL_coping_04"",""GUEST_POOL_coping_05"",""GUEST_POOL_coping_06"",""GUEST_POOL_coping_07"",""GUEST_POOL_coping_08"",""GUEST_POOL_coping_09"",""GUEST_POOL_coping_10"",""GUEST_POOL_coping_11"",""GUEST_POOL_coping_12"",""GUEST_POOL_coping_17"",""GUEST_POOL_coping_18"",""GUEST_POOL_coping_19"",""GUEST_POOL_coping_20"",""GUEST_POOL_coping_21"",""GUEST_POOL_coping_22"",""GUEST_POOL_coping_23"",""GUEST_POOL_coping_24"",""GUEST_POOL_coping_25"",""GUEST_POOL_coping_26"",""GUEST_POOL_coping_27"",""GUEST_POOL_coping_28"",""GUEST_POOL_coping_29"",""GUEST_POOL_coping_30"",""GUEST_POOL_coping_31"",""GUEST_POOL_coping_32"",""GUEST_POOL_coping_33"",""GUEST_POOL_coping_34"",""GUEST_POOL_coping_35""]}]",Existing individually reviewed source anchor,True,0.7048501968383789,0.7048501968383789,,dimensions12-integration12a-central44.json
GUEST_LAUNDRY_STAIR_CLEAR,HABS PA-5346-A sheet 1 original TIFF,2 ft 5 in,feet/inches,0.7366,72 fresh opposed-ray stations to visible laundry structural/rough-stone faces and the outer stair wall. One connection anchor; repeated stations are not separate anchors or a global continuous minimum proof.,,,,qa/guest-stair-wall08-review.md,0.7398412227630615,0.003241222763061491,A; Independently verified nominal target: EXPLICIT_EXTENSION_LINES_OPPOSING_VISIBLE_FACES; nominal rough-face position C,PASS,PASS,0.02,,GUEST,connections,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"[{""object"":""GUEST_LAYERED_SANDSTONE_COURSES"",""point_m"":[1.422858715057373,39.4724006652832,7.549999713897705],""normal"":[1.0,0.0,0.0],""evaluated_face_index"":42189,""evaluated_face_vertex_ids"":[56250,56251,56255,56254],""ray_origin_m"":[1.7759000059999999,39.4724,7.549999618530274],""ray_direction"":[-1,0,0],""ray_distance_m"":0.35304126143455505,""selected_objects"":[""GUEST_B1_BASE_EAST_pier_end"",""GUEST_LAUNDRY_DESCENT_outer_retaining_wall"",""GUEST_LAYERED_SANDSTONE_COURSES""]},{""object"":""GUEST_LAUNDRY_DESCENT_outer_retaining_wall"",""point_m"":[2.1626999378204346,39.4724006652832,7.549999713897705],""normal"":[-1.0,3.419095762069446e-08,0.0],""evaluated_face_index"":11,""evaluated_face_vertex_ids"":[10,11,39,66,1,76],""ray_origin_m"":[1.7759000059999999,39.4724,7.549999618530274],""ray_direction"":[1,0,0],""ray_distance_m"":0.3867999315261841,""selected_objects"":[""GUEST_B1_BASE_EAST_pier_end"",""GUEST_LAUNDRY_DESCENT_outer_retaining_wall"",""GUEST_LAYERED_SANDSTONE_COURSES""]}]",Existing individually reviewed source anchor,True,0.7398412227630615,0.7398412227630615,0.014556128120422396,dimensions12-integration12a-central44.json
MAIN10_L2_WEST_TERRACE_X,HABS PA-5346 sheet05,28 ft 11 1/4 in,feet/inches,8.82015,"Actual evaluated triangles, face normals and9 repeated stations per available anchor. No object dimensions or bounding-box span.",,,,,8.820149898529053,-1.0147094720025507e-07,A printed nominal; C placement/mapping to unchanged HABS printed face identity,PASS,PASS,0.04410075,,MAIN,plan_span,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"{""station_index"":0,""ray_a"":{""selector"":""MAIN_L2_west_parapet_0"",""origin_m"":[-20,13.9,3.0],""direction"":[1,0,0],""maximum_distance_m"":50,""hit"":{""object"":""MAIN_L2_west_parapet_0"",""evaluated_triangle_index"":796,""evaluated_polygon_index"":398,""point_m"":[-13.294549942016602,13.899999618530273,3.0],""normal"":[-1.0,-0.0,-0.0],""distance_m"":6.705450057983398},""expected_face_normal"":[-1,0,0],""normal_matches"":true},""ray_b"":{""selector"":""MAIN_L2_dressing_shell_middle"",""origin_m"":[-10,13.9,3.0],""direction"":[1,0,0],""maximum_distance_m"":50,""hit"":{""object"":""MAIN_L2_dressing_shell_middle"",""evaluated_triangle_index"":100,""evaluated_polygon_index"":50,""point_m"":[-4.474399566650391,13.899999618530273,3.0],""normal"":[-1.0,0.0,0.0],""distance_m"":5.525600433349609},""expected_face_normal"":[-1,0,0],""normal_matches"":true},""actual_span_m"":8.820150375366211,""signed_error_m"":3.7536621100286993e-07,""status"":""PASS""}","['West terrace OUTER west parapet face', 'Dressing stone WEST face']",True,8.820149421691895,8.820150375366211,5.783081054033801e-07,dimensions12-integration12a-four.json
MAIN10_L2_WEST_TERRACE_Y,HABS PA-5346 sheet05,17 ft 6 3/8 in,feet/inches,5.343525,"Actual evaluated triangles, face normals and9 repeated stations per available anchor. No object dimensions or bounding-box span.",,,,,5.3435258865356445,8.865356448950479e-07,A printed nominal; C placement/mapping to unchanged HABS printed face identity,PASS,PASS,0.026717625,,MAIN,plan_span,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"{""station_index"":0,""ray_a"":{""selector"":""MAIN_L2_west_parapet_0"",""origin_m"":[-12.2,25,2.95],""direction"":[0,-1,0],""maximum_distance_m"":50,""hit"":{""object"":""MAIN_L2_west_parapet_0"",""evaluated_triangle_index"":840,""evaluated_polygon_index"":420,""point_m"":[-12.199999809265137,17.871326446533203,2.950000047683716],""normal"":[0.0,1.0,0.0],""distance_m"":7.128673553466797},""expected_face_normal"":[0,1,0],""normal_matches"":true},""ray_b"":{""selector"":""MAIN_L2_west_parapet_0"",""origin_m"":[-12.2,8,2.95],""direction"":[0,1,0],""maximum_distance_m"":50,""hit"":{""object"":""MAIN_L2_west_parapet_0"",""evaluated_triangle_index"":801,""evaluated_polygon_index"":400,""point_m"":[-12.199999809265137,12.527800559997559,2.950000047683716],""normal"":[0.0,-1.0,-0.0],""distance_m"":4.527800559997559},""expected_face_normal"":[0,-1,0],""normal_matches"":true},""actual_span_m"":5.3435258865356445,""signed_error_m"":8.865356448950479e-07,""status"":""PASS""}","['West terrace NORTH OUTER parapet face', 'West terrace SOUTH OUTER parapet face']",True,5.3435258865356445,5.3435258865356445,8.865356448950479e-07,dimensions12-integration12a-four.json
MAIN10_L2_SOUTH_TERRACE_X,HABS PA-5346 sheet05,25 ft 5 1/4 in,feet/inches,7.753349999999999,"Actual evaluated triangles, face normals and9 repeated stations per available anchor. No object dimensions or bounding-box span.",,,,,7.753350734710693,7.347106940613912e-07,A printed nominal; C placement/mapping to unchanged HABS printed face identity,PASS,PASS,0.038766749999999996,,MAIN,plan_span,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"{""station_index"":0,""ray_a"":{""selector"":""MAIN_L2_south_parapet_0"",""origin_m"":[-5,-1.25,2.98],""direction"":[1,0,0],""maximum_distance_m"":50,""hit"":{""object"":""MAIN_L2_south_parapet_0"",""evaluated_triangle_index"":682,""evaluated_polygon_index"":341,""point_m"":[-0.5916004180908203,-1.25,2.9800000190734863],""normal"":[-0.9999999403953552,-0.0,-0.0],""distance_m"":4.40839958190918},""expected_face_normal"":[-1,0,0],""normal_matches"":true},""ray_b"":{""selector"":""MAIN_L2_south_parapet_0"",""origin_m"":[15,-1.25,2.98],""direction"":[-1,0,0],""maximum_distance_m"":50,""hit"":{""object"":""MAIN_L2_south_parapet_0"",""evaluated_triangle_index"":721,""evaluated_polygon_index"":360,""point_m"":[7.1617512702941895,-1.25,2.9800000190734863],""normal"":[0.9999999403953552,-0.0,0.0],""distance_m"":7.8382487297058105},""expected_face_normal"":[1,0,0],""normal_matches"":true},""actual_span_m"":7.75335168838501,""signed_error_m"":1.6883850104676412e-06,""status"":""PASS""}","['South terrace WEST OUTER parapet face', 'South terrace EAST OUTER parapet face']",True,7.753349304199219,7.75335168838501,1.6883850104676412e-06,dimensions12-integration12a-four.json
SOURCE08_MAIN_BRIDGE_SOUTH_STONE_GAP,HABS PA-5346 sheet04,13 ft 3 in,feet/inches,4.0386,"Actual evaluated triangles, face normals and9 repeated stations per available anchor. No object dimensions or bounding-box span.",,,,,4.038599014282227,-9.857177731831257e-07,A printed nominal; C placement/mapping to unchanged HABS printed face identity,PASS,PASS,0.020193,,MAIN,site,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"{""station_index"":0,""ray_a"":{""selector"":""SITE_Bridge10_Stone_Return_SW"",""origin_m"":[27.44974,-2.95,0.1],""direction"":[-1,0,0],""maximum_distance_m"":50,""hit"":{""object"":""SITE_Bridge10_Stone_Return_SW"",""evaluated_triangle_index"":169,""evaluated_polygon_index"":142,""point_m"":[25.43044090270996,-2.950000047683716,0.10000000149011612],""normal"":[1.0,-0.0,0.0],""distance_m"":2.019298553466797},""expected_face_normal"":[1,0,0],""normal_matches"":true},""ray_b"":{""selector"":""SITE_Bridge10_Stone_Return_SE"",""origin_m"":[27.44974,-2.95,0.1],""direction"":[1,0,0],""maximum_distance_m"":50,""hit"":{""object"":""SITE_Bridge10_Stone_Return_SE"",""evaluated_triangle_index"":176,""evaluated_polygon_index"":142,""point_m"":[29.469039916992188,-2.950000047683716,0.10000000149011612],""normal"":[-0.9999999403953552,0.0,0.0],""distance_m"":2.0193002223968506},""expected_face_normal"":[-1,0,0],""normal_matches"":true},""actual_span_m"":4.038599014282227,""signed_error_m"":-9.857177731831257e-07,""status"":""PASS""}","['Southwest stone return INWARD vertical end face', 'Southeast stone return INWARD vertical end face']",True,4.038599014282227,4.038599014282227,9.857177731831257e-07,dimensions12-integration12a-four.json
GUEST10_THEATER_NORTH_BAY,HABS PA-5346-A sheet1 original TIFF,8 ft1 7/8 in,feet/inches,2.486025,2556 opposed source-axis ray pairs to actual evaluated visible stone and backing triangles; every sample must satisfy original20mm.,,,,,2.4856940507888794,-0.0003309492111207568,A printed8ft1 7/8in; source review independently identifies whole architectural bay faces; C source-to-mesh XY registration; actual exposed backing and rough-stone finish both included. Stone relief/allocation C.,PASS,PASS,0.02,,GUEST,openings,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"[{""object"":""GUEST_LAYERED_SANDSTONE_COURSES"",""point_m"":[-3.622730016708374,52.6778678894043,8.420000076293945],""normal"":[0.5005693435668945,-0.865696370601654,0.0],""evaluated_triangle_index"":54218,""evaluated_polygon_index"":27109,""evaluated_triangle_vertices_m"":[[-3.66603946685791,52.65282440185547,8.407999992370605],[-3.4279191493988037,52.79051208496094,8.407999992370605],[-3.4279191493988037,52.79051208496094,8.553133964538574]],""distance_m"":1.25925874710083,""front_facing"":true},{""object"":""GUEST_LAYERED_SANDSTONE_COURSES"",""point_m"":[-2.3730409145355225,50.538639068603516,8.420000076293945],""normal"":[-0.5044113397598267,0.8634634017944336,0.0],""evaluated_triangle_index"":73290,""evaluated_polygon_index"":36645,""evaluated_triangle_vertices_m"":[[-2.0913262367248535,50.703208923339844,8.407999992370605],[-2.9024417400360107,50.22937774658203,8.407999992370605],[-2.9024417400360107,50.22937774658203,8.53003978729248]],""distance_m"":1.2182437181472778,""front_facing"":true}]","One whole architectural opening, not clear single-door width. Median is display only; acceptance uses every sample. Repeated stations do not create anchors.",True,2.4699841141700745,2.502110540866852,0.016085540866851655,dimensions12-integration12a-extra.json
MAIN_TOWER_CONTINUOUS_COPING_RELATIVE_MAIN_TERRACE,"HABS PA-5346 sheet10, SECTION LOOKING WEST",MAIN TOWER32ft9 1/2in / MAIN LEVEL TERRACE0ft0in,feet/inches,9.9949,Actual upward planar evaluated cap faces minus actual west terrace finish face; east finish agreement verified independently.,,,,,9.994900062680244,6.268024499433977e-08,A: independently read printed32ft9 1/2in and0ft0in; C graphic witness to continuous coping upper silhouette and model cap identity. Actual visible terrace finish datum explicitly selected; raised flues excluded.,PASS,PASS,0.0499745,,MAIN,elevation,50e0a8fc0bab10fdec0e0b9d26c4ef4a4c71fa56aea6401e75197787c8c0e75a,"[{""object"":""MAIN_L1_TERRACE_W_finish"",""evaluated_polygon_index"":1,""evaluated_vertex_ids"":[4,5,6,7],""world_vertices_m"":[[-4.611199855804443,0.10620000213384628,0.02199999988079071],[-0.15719999372959137,0.10620000213384628,0.02199999988079071],[-0.15719999372959137,4.460400104522705,0.02199999988079071],[-4.611199855804443,4.460400104522705,0.02199999988079071]],""normal"":[0.0,0.0,1.0],""center_m"":[-2.384199857711792,2.2832999229431152,0.02199999988079071],""z_m"":0.02199999988079071},{""object"":""MAIN_chimney_cap"",""evaluated_polygon_index"":1,""evaluated_vertex_ids"":[4,5,6,7],""world_vertices_m"":[[-1.1003999710083008,8.283599853515625,10.016900062561035],[0.41920000314712524,8.283599853515625,10.016900062561035],[0.41920000314712524,11.682000160217285,10.016900062561035],[-1.1003999710083008,11.682000160217285,10.016900062561035]],""normal"":[0.0,0.0,1.0],""center_m"":[-0.34059998393058777,9.982799530029297,10.016900062561035],""z_m"":10.016900062561035}]","One relative height. Existing central level3/roof rows use structural zero;22mm mixed convention remains disclosed, not silently corrected. Cap/outlet form remains C/U and is not visually accepted by a nominal height PASS.",True,9.994900062680244,9.994900062680244,6.268024499433977e-08,dimensions12-integration12a-extra.json
